category,maker_name,year,units_sold
3W,GREENTECH AUTO LLP,2023,1
3W,GREENWHEELS AUTOMOBILE PVT LTD,2023,872
3W,GRINDIA G MOTORS PVT LTD,2023,3
3W,GURU JI WHEELS,2023,64
3W,GURUKIRPA INDUSTRIES,2023,37
3W,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,2023,11
3W,HANUMAN UDYOG,2023,8
3W,HARSH TRADING CO,2023,34
3W,HARSHVIE INDUSTRIES PVT LTD,2023,2
2W,HAYASA E-MOBILITY (INDIA) PVT LTD,2023,4
3W,HBSS E MOBILITY PVT LTD,2023,8
2W,HERO ELECTRIC VEHICLES PVT. LTD,2023,29964
2W,HERO MOTOCORP LTD,2023,11142
3W,HIM TEKNOFORGE LTD,2023,624
3W,HINDUSTAN MOTOR CORPORATION,2023,1367
3W,HITECH  MECHANICAL WORKS,2023,12
3W,HI-TECH INDUSTRIES,2023,122
2W,HOMFEEL VEGH AUTOMOBILES PVT LTD,2023,6
2W,HONGKONG YIXING (IMPORTER: ADMS MARKETING),2023,84
2W,HONGKONG YIXING (IMPORTER: VICTORY ELECTRIC),2023,18
3W,HOOGHLY MOTORS PVT LTD,2023,3741
2W,HOP ELECTRIC MOBILITY PVT LTD,2023,209
3W,HOP MOTORS PVT LTD,2023,785
3W,HOTAGE INDIA,2023,12840
2W,HOUSTAN INNOVATION LLP,2023,32
3W,HOVEL CYLINDER PVT LTD,2023,62
2W,HSU DRAGON (IMPORTER: DARK FIGHT POWER PVT LTD),2023,2
3W,HUNDA EV PVT LTD,2023,125
3W,HUNDAL INDUSTRIES,2023,1011
3W,HYKON INDIA LTD,2023,91
LMV,HYUNDAI MOTOR INDIA LTD,2023,1606
3W,INDIA SAFE ENTERPRISE,2023,276
3W,INDIAN MOTORS,2023,2035
3W,INVVIGORS INDIA,2023,96
2W,IRA EDUTECH PVT LTD,2023,19
3W,ISUKII GREENS PVT LTD,2023,65
2W,IVOOMI INNOVATION PVT LTD,2023,2154
2W,IZANAU ELECTRIC LLP,2023,51
3W,J P AUTO TECH,2023,80
3W,J S MOBILEON PVT LTD,2023,7
3W,J. S. AUTO (P) LTD,2023,11165
3W,JADE KOREA SPINE LIFE,2023,113
LMV,JAGUAR LAND ROVER INDIA LIMITED,2023,9
3W,JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,2023,165
3W,JAIDKA POWER SYSTEMS PVT LTD,2023,163
3W,JAIN POWER CORP,2023,143
3W,JAISIK BUSINESS LINKS PVT LTD,2023,600
3W,JAJODIA COMMODITIES PVT LTD,2023,950
3W,JAL ENTERPRISES,2023,38
3W,JAYDEV ENTERPRISE,2023,6
3W,JESSUN TECHNO PVT LTD,2023,208
2W,JIANGSU AIMA (IMPORTER: FUTURE EV),2023,8
2W,JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),2023,454
2W,JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),2023,11
2W,JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),2023,20
2W,JIANGSU DALONG (IMPORTER: RILOX EV PVT LTD),2023,2
2W,JIANGSU DALONG (IMPORTER: SABOO TOR),2023,22
2W,JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),2023,50
2W,JIANGSU DALONG JIANHAO (IMPORTER: GREEN INDIA),2023,1
2W,JIANGSU GUOWEI (IMPORTER: REVEAL ELECTRIC),2023,31
3W,JIANGSU JINPENG (IMPORTER: KKL HITECH EV),2023,10
2W,JIANGSU SUNHOU (IMPORTER: SABOO TOR),2023,10
2W,JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),2023,3
2W,JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),2023,85
2W,JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),2023,799
2W,JITENDRA NEW EV-TECH PVT. LTD,2023,2617
3W,JITENDRA NEW EV-TECH PVT. LTD,2023,34
3W,JITENDRA TEMPO PARTS,2023,740
3W,JMT VEHICLES PVT LTD,2023,1077
3W,JOYRAM STEEL FABRICATION WORKS,2023,14
3W,JS MOBILEON PVT LTD,2023,950
2W,JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),2023,52
2W,JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),2023,212
2W,JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),2023,22
3W,K T ENTERPRISES,2023,156
3W,K. V. INDUSTRIES,2023,38
2W,KABIRA MOBILITY LLP,2023,165
3W,KABMAX ELECTRIC AUTOMOBILES PVT. LTD,2023,479
3W,KADESEETLA AASHIRWAD GP INDUSTRIES PVT LTD,2023,8
2W,KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),2023,7
2W,KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),2023,51
2W,KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),2023,5
2W,KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),2023,11
3W,KALIKA VAHAN PVT LTD,2023,2
3W,KALINGA VENTURES INDIA PVT LTD,2023,139
3W,KALPVRIKSH ELECTOMOBILES CO,2023,288
3W,KAMAZ INDUSTRIES,2023,122
3W,KAPTECH INDIA PVT LTD,2023,1846
3W,KCAS ELECTRIC VEHICLES PVT LTD,2023,197
3W,KERALA AUTOMOBILES LIMITED,2023,74
3W,KETO MOTORS PVT LTD,2023,224
3W,KGN,2023,339
3W,KGN INDUSTRIES,2023,405
3W,KHALSA  AGRO INDUSTRIES,2023,3
3W,KHALSA E-VEHICLES PVT LTD,2023,8478
LMV,KIA INDIA PRIVATE LIMITED,2023,438
2W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2023,7779
3W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2023,4648
LMV,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2023,1
3W,KINETIC GREEN ENERGY P SOL LTD,2023,58
3W,KIRAN AUTOMOBILE INDUSTRY,2023,81
3W,KIRTI SOLAR LTD,2023,19
2W,KLB KOMAKI PVT LTD,2023,4173
3W,KLB KOMAKI PVT LTD,2023,4
3W,KPT INDUSTRIES LTD,2023,11
3W,KPT MOTORS,2023,81
3W,KRISHNA ENGINEERING WORKS,2023,904
3W,KRISHNA INDUSTRIES,2023,5
3W,KRISHNA VEHICALS,2023,335
3W,KUKU AUTOMOTIVES,2023,569
LMV,KUKU AUTOMOTIVES,2023,1
3W,KUMAR ENGINEERING,2023,2469
3W,KUMARAN ENGINEERING ENTERPRISES,2023,244
2W,KYTE ENERGY PVT. LTD.,2023,540
3W,LAKSHMI AUTO TRADERS,2023,15
3W,LAKSHYA AUTO SALES CORPORATION,2023,240
3W,LAWAT MOTORS,2023,1
3W,LAWAT MOTORS LLP,2023,358
2W,LECTRIX EV PVT LTD,2023,6203
3W,LECTRIX EV PVT LTD,2023,7288
LMV,LECTRIX EV PVT LTD,2023,4
3W,LEOPAN MOTORS PRIVATE LIMITED,2023,13
2W,LI-IONS ELEKTRIK SOLUTIONS PVT LTD,2023,5
3W,LOCAL TRAILER MANUFACTURER,2023,11
3W,LOHIA AUTO INDUSTRIES,2023,1644
3W,LOHIA AUTO INDUSTRIES LTD.,2023,20
3W,LORDS VEHICLE MFG PVT LTD,2023,186
3W,LUCKY INDUSTRIES,2023,38
3W,M G INDUSTRIES,2023,145
3W,M K BROTHERS,2023,2
3W,M.K. ENTERPRISES,2023,1097
3W,M/S SHRIRAM AUTO TECH PVT LTD,2023,3637
3W,M/S VISHNU CLEAN ENERGY VEHICLES LLP,2023,7
2W,M2GO ELECTRIC VEHICLE PVT LTD,2023,2
3W,MAA KALPANA ENTERPRISE,2023,153
2W,MAA LUXMI E-VEHICLES PVT. LTD.,2023,4
3W,MAA SHAKTI EXIM PVT LTD,2023,2571
3W,MAC AUTO INDIA,2023,564
2W,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),2023,1
2W,MAC INTERNATIONAL (IMPORTER:HONESTY),2023,1
LMV,MACNEILL ENGINEERING LIMITED,2023,2
3W,MAHI ENTERPRISES,2023,60
3W,MAHINDRA & MAHINDRA LIMITED,2023,37942
LMV,MAHINDRA & MAHINDRA LIMITED,2023,4505
3W,MAHINDRA ELECTRIC MOBILITY LIMITED,2023,4949
LMV,MAHINDRA ELECTRIC MOBILITY LIMITED,2023,56
3W,MAHINDRA LAST MILE MOBILITY LTD,2023,11733
LMV,MAHINDRA LAST MILE MOBILITY LTD,2023,40
3W,MAHTAB BODY MAKER,2023,778
3W,MALAK TECHNO PVT LTD,2023,52
3W,MALI ENTERPRISES PVT LTD,2023,10
3W,MANIRAM ELECTRIC VEHICLE PVT LTD,2023,299
3W,MANISH EV INTERNATIONAL PRIVATE LIMITED,2023,433
3W,MANITA CITY MOTORS LLP,2023,1810
3W,MANMOHAN KAUR,2023,64
3W,MARINE NAVAIDS & SOLAR AUTO PVT LTD,2023,4
3W,MARKUS,2023,27
2W,MARUTHISAN PVT LTD,2023,147
2W,MAULIRAJ INDUSTRIES LLP,2023,1
2W,MECPOWER MOBILITY PVT. LTD.,2023,128
LMV,MERCEDES -BENZ AG,2023,322
LMV,MERCEDES-BENZ INDIA PVT LTD,2023,193
2W,MEW ELECTRICALS LIMITED,2023,195
LMV,MG MOTOR INDIA PVT LTD,2023,9520
2W,MICROAUTOTECH PVT. LTD.,2023,2
3W,MILLENNIAL MOTORS LLP,2023,7
3W,MINI METRO,2023,97
3W,MINI METRO EV L.L.P,2023,15962
LMV,MINI METRO EV L.L.P,2023,1
2W,MIRAKLE 5 AUTOMOBILES PVT LTD,2023,102
3W,MLR AUTO LTD,2023,70
2W,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2023,19
3W,MOHAN GENERAL TRADING COMPANY,2023,43
3W,MONDAL TRADING,2023,77
3W,MOVE STONE SERVICES PVT LTD,2023,2965
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2023,4925
3W,NAMAH INDUSTRIES PVT LTD,2023,5
3W,NAND ELECTRIC MOTOR VEHICLE PVT LTD,2023,3
3W,NARAINDASS AND SONS,2023,4
2W,NDS ECO MOTORS PVT LTD,2023,7
3W,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2023,667
3W,NEELAM CYCLE,2023,42
3W,NEUON MOTORS LLP,2023,45
3W,NEW ARCANA INDIA,2023,1253
3W,NEWTON INDIA INDUSTRIES PVT LTD,2023,5
3W,NGAGE WHEEL PVT LTD,2023,40
3W,NHD MOTORS,2023,326
3W,NIBE MOTORS PVT LTD,2023,19
3W,NIPUN SANYANTRA PVT LTD,2023,439
3W,NIRMAL UTILITY SERVICES PVT LTD,2023,22
2W,NISIKI TECHNOLOGIES PVT LTD,2023,164
3W,NRJ ELECTRIC MOTOR VEHICLES PVT LTD,2023,2650
2W,NUMEROS MOTORS PVT LTD,2023,473
2W,OBEN ELECTRIC VEHICLES PVT LTD,2023,50
3W,OCULUS AUTO INDUSTRIES LLP,2023,2
2W,ODYSSE ELECTRIC VEHICLES PVT LTD,2023,210
3W,OGATA MOTORS INDIA PVT LTD,2023,157
3W,OK PLAY INDIA LTD,2023,125
2W,OKAYA EV PVT LTD,2023,15816
2W,OKINAWA AUTOTECH PVT LTD,2023,31616
3W,OKINAWA AUTOTECH PVT LTD,2023,1
2W,OLA ELECTRIC TECHNOLOGIES PVT LTD,2023,267355
MMV,OLECTRA GREENTECH LTD,2023,12
3W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2023,3304
3W,OM BALAJI AUTOMOBILES I P LTD,2023,9
3W,OM INDUSTRIES,2023,44
3W,OM RAJ AUTOTECH LLP,2023,1203
3W,OMEGA SALES & AGRO INDUSTRIES,2023,283
3W,OMEGA SEIKI PVT LTD,2023,3579
LMV,OMEGA SEIKI PVT LTD,2023,102
2W,OMJAY EV LIMITED,2023,67
2W,OTHERS,2023,195
3W,OTHERS,2023,1435
LMV,OTHERS,2023,40
MMV,OTHERS,2023,1
2W,OZOTEC AUTOMOBILE PRIVATE LIMITED,2023,351
3W,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2023,11
3W,PACE AGRO PRIVATE LIMITED,2023,41
3W,PANTHER ELECTRIC VEHICLES,2023,77
3W,PARAS INDUSTRIES,2023,3246
LMV,PARAS INDUSTRIES,2023,1
3W,PARI E-VEHICLES,2023,572
3W,PARI METRO E RICKSHAW,2023,904
3W,PARVEEN AUTO,2023,65
3W,PATS MOTOR CORP,2023,21
LMV,PCA AUTOMOBILES INDIA PVT LTD,2023,1950
3W,PIAGGIO VEHICLES PVT LTD,2023,21079
LMV,PIAGGIO VEHICLES PVT LTD,2023,10
LMV,PINNACLE MOBILITY SOLUTIONS PVT LTD,2023,22
3W,PLAUDIT TECHNO INDIA PVT LTD,2023,18
3W,POOSHPAK AUTOMOBILES PVT LTD,2023,65
2W,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),2023,214
LMV,PORSCHE AG GERMANY,2023,96
3W,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,2023,101
3W,PRABHA AUTOMOTIVE ENGINEERS PVT LTD,2023,8
3W,PRAG MOTORS,2023,206
3W,PRAGYA AUTOMOBILE PVT LTD,2023,33
3W,PRAJJWAL MAHAJAN TRADERS,2023,13
3W,PRAKASH ENTERPRISES,2023,65
3W,PRESTANTIA CREATIONS PVT LTD,2023,6
3W,PRIDE E-MOTORS,2023,500
3W,PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,2023,40
3W,PUBANG ETRON ELECTRIC MOTOR PVT LTD,2023,16
3W,PUNJAB BODY BUILDERS,2023,22
2W,PUR ENERGY PVT LTD,2023,7191
3W,PURVA UDYOG PVT LTD,2023,23
3W,PYTHOX MOTORS PVT LTD,2023,338
2W,QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),2023,81
2W,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),2023,10
2W,QUANTUM ENERGY LTD.,2023,2371
LMV,QUANTUM ENERGY LTD.,2023,2
3W,R3 ENTERPRISES,2023,501
3W,RACCOON MOTORS PVT LTD,2023,18
3W,RAHUL AGRO EXPORTS PVT LTD,2023,124
3W,RAJ AUTOMOTIVE,2023,99
3W,RAJA ARTS HITECH ENGINEERING,2023,1
3W,RAJESH STEEL AND WIRE INDUSTRIES,2023,8
3W,RAMA INDUSTRIES,2023,4
3W,RAMON INDUSTRIES,2023,114
3W,RANA ENGINEER WORKS,2023,575
3W,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,2023,152
3W,RASIWASIA RASAYAN PVT LTD,2023,2
3W,RAVI METAL WORKS,2023,20
3W,RAYON ENGINEERS,2023,1176
3W,RCJ AUTO FORGE PVT LTD,2023,609
3W,RD AND CO,2023,1
3W,REEP INDUSTRIES PVT LTD,2023,1080
LMV,REEP INDUSTRIES PVT LTD,2023,3
3W,REFLEX CONTROL SYSTEM PVT .LTD,2023,96
LMV,RENAULT INDIA PVT LTD,2023,2
3W,REPUBLIC MOTORS,2023,237
2W,REVOLT INTELLICORP PVT LTD,2023,6976
2W,RGM BUSINESS PLUS PVT LTD,2023,822
3W,RIBAND ELECTRIC PVT LTD,2023,496
2W,RIVER MOBILITY PVT LTD,2023,92
3W,RIYA ENTERPRISE,2023,31
3W,ROANSOME MOTORS,2023,4
3W,ROARLEO MOTOR PVT LTD,2023,338
LMV,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),2023,1
2W,ROWWET MOBILITY PVT LTD,2023,68
3W,RP MOTORS,2023,32
3W,RSD SECURITY SOLUTIONS PVT LTD,2023,1
3W,RUTBA PRODUCT PVT LTD,2023,629
3W,S AND J INDUSTRIES,2023,126
3W,S B TRADERS,2023,29
3W,S S GLOBAL,2023,6
3W,SAERA ELECTRIC AUTO PVT LTD,2023,29321
LMV,SAERA ELECTRIC AUTO PVT LTD,2023,1
MMV,SAERA ELECTRIC AUTO PVT LTD,2023,1
3W,SAGAR FABRICATIONS,2023,10
3W,SAHNIANAND E VEHICLES PVT LTD,2023,5788
2W,SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,2023,22
3W,SAINIK CYCLE MART,2023,36
3W,SAKSHAM TECH AUTOMOBILES,2023,175
3W,SAKSHAM TRADING COMPANY,2023,4
3W,SAMEER ENGINEERING,2023,5
3W,SAMRAT ELECTRIC VEHICLE,2023,677
3W,SARAVANA ENGINEERING WORKS,2023,204
3W,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,2023,2831
3W,SAURYAA SHARYO CORPORATION,2023,2
2W,SBTEK E MOTO PVT LTD,2023,22
3W,SCOOTERS INDIA LTD,2023,1
3W,SEALION AUTOMOBILE PVT LTD,2023,36
2W,SEEKA E MOTORS PVT LTD,2023,3
3W,SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2023,54
3W,SETH INDUSTRIAL CORPORATION,2023,911
3W,SF2 E VEHICLE PVT LTD,2023,49
3W,SGLLINE MOTORS PVT LTD,2023,31
3W,SHAILENDRA AUTOS PVT LTD,2023,40
3W,SHAKTI AUTO GREEN,2023,787
3W,SHALYA AUTO SALES PVT LTD,2023,617
3W,SHAMMI ELECTRONICS,2023,28
3W,SHIGAN EVOLTZ LTD,2023,431
3W,SHINE METAL UDYOG PVT LTD (UNIT- II),2023,110
3W,SHINME ELECTRICAL VEHICLE PVT LTD,2023,120
3W,SHIV OM INDIA,2023,197
3W,SHREE MARUTI NANDAN BUSINESSS (P) LTD,2023,307
3W,SHREYA ENGINEERS,2023,9
3W,SHRI BARSANA E-VEHICLES PVT LTD,2023,4086
LMV,SHRI BARSANA E-VEHICLES PVT LTD,2023,2
3W,SHRI NAMO ELECTRIC AUTOMOTIVE,2023,645
3W,SHRI RAM AUTO TECH PVT LTD,2023,3
3W,SHRIRAJ ELECTRIC VEHICLES,2023,2726
3W,SHUBHAM MANUFACTURER,2023,6
2W,SIMPLEENERGY PVT LTD,2023,65
3W,SINGH AUTOMOBILES,2023,359
3W,SINGHAL ENTERPRISES,2023,136
3W,SIRF INDIA VEHICLES PVT LTD,2023,27
3W,SITYOG ENGINEERING PVT LTD,2023,5
3W,SIWACH STEEL PVT LTD,2023,24
3W,SIX SENSES AUTOMOTIVE PVT LTD,2023,12
3W,SKS AUTOMOBILES (I) PVT LTD,2023,2
3W,SKS TRADE INDIA PVT LTD,2023,10078
3W,SKYRIDE AUTOMOTIVE,2023,40
3W,SKYY RIDER ELECTRIC PRIVATE LIMITED,2023,1
2W,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),2023,15
3W,SMART ELECTRO MOTORS,2023,47
3W,SMARTOMATIC VEHICLES PRIVATE LIMITED,2023,2
3W,SMITH MOTORS PVT LTD,2023,4
3W,SN SOLAR ENERGY,2023,187
2W,SOKUDO ELECTRIC INDIA PVT LTD,2023,132
3W,SONI E VEHICLE PVT LTD,2023,64
3W,SPEED AUTO TECH,2023,87
3W,SPEEDWAYS ELECTRIC,2023,5
3W,SPEEGO VEHICLES CO PVT LTD,2023,4770
3W,SPEEGO VEHICLES PVT. LTD,2023,12
3W,SRD RENEWABLES,2023,2121
2W,SRIVARU MOTORS PVT LTD,2023,24
3W,SSB INDISTRIES,2023,2248
3W,SSEV ENTERPRISES PRIVATE LIMITED,2023,767
3W,STAR BULL E MOTORS,2023,2077
3W,STAR IGLOBAL AUTOMOTIVE PVT LTD,2023,570
3W,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,2023,175
3W,SUMFONL AUTO TRADERS PVT LTD,2023,286
3W,SUNANDA GREENTECH PVT LTD,2023,11
3W,SUNARIYA MOTORS PVT LTD,2023,36
3W,SUNSHINE TECHNOLOGIES,2023,2
3W,SUNULTRA POWER SOLUTIONS PVT LTD,2023,142
3W,SUPER METRO INDUSTRIES,2023,1198
3W,SUPER POWER MOTORS,2023,2
2W,SUPERECO AUTOMOTIVE CO,2023,128
3W,SUPERECO AUTOMOTIVE CO,2023,134
3W,SUPERECO AUTOMOTIVE CO LLP,2023,1
3W,SUPERTECH EV LIMITED,2023,2020
3W,SUPREME SMART POWER PVT LTD,2023,434
3W,SUPROVA ENTERPRISE,2023,4
3W,SURYA INTERNATIONAL,2023,16
3W,SVS ENTERPRISES,2023,84
3W,SWARNCHAKRA AUTOMOBILES PVT LTD,2023,5
3W,SYNDICATE AUTO COMPONENTS,2023,77
3W,T U K INDUSTRIES,2023,2845
3W,TAO POWER PRIVATE LIMITED,2023,11
3W,TARA MAA MACHINERY,2023,26
LMV,TATA MOTORS LTD,2023,1766
MMV,TATA MOTORS LTD,2023,275
LMV,TATA MOTORS PASSENGER VEHICLES LTD,2023,21420
LMV,TATA PASSENGER ELECTRIC MOBILITY LTD,2023,38580
3W,TAURUS ELECTRIC VEHICLES,2023,346
3W,TEJASGREEN AUTOMOTIVE PVT LTD,2023,1
3W,TERRA MOTORS INDIA PVT LTD,2023,8810
3W,THE COMMERCIAL MOTORS LIMITED,2023,58
3W,THE COMMERCIAL MOTORS PVT LTD,2023,8
2W,THUKRAL ELECTRIC BIKES PVT LTD,2023,48
3W,THUKRAL ELECTRIC BIKES PVT LTD,2023,7271
3W,TI CLEAN MOBILITY PVT LTD,2023,1273
3W,TOP TEAM MACHINES PVT LTD,2023,1743
2W,TORK MOTORS PVT LTD,2023,1589
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2023,57
3W,TRISHIKA INDUSTRIES,2023,1361
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2023,10
3W,TRUZ INDUSTRIES,2023,3
3W,TSM ENGINEERING PVT LTD,2023,296
3W,TSR TRADE COM,2023,30
3W,TUFAN MOTORS PVT LTD,2023,987
2W,TUNWAL E MOTORS PVT LTD,2023,44
2W,TVS MOTOR COMPANY LTD,2023,166580
3W,TVS MOTOR COMPANY LTD,2023,97
3W,TWASHTRE AUTOMOTIVE PVT LTD,2023,11
3W,TWINKLE TRADCOM PVT LTD,2023,1505
3W,TWO FRIENDS AUTO ELECTRIC CO,2023,3848
2W,TYST DRIVE INDIA PVT LTD,2023,31
3W,U P TELELINKS LTD,2023,3
3W,U.P. TELELINKS LIMITED,2023,2438
LMV,U.P. TELELINKS LIMITED,2023,2
2W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,2023,256
3W,UMA  AUTO INDUSTRIES PVT. LTD,2023,137
3W,UMA MOTORS,2023,211
3W,UNIQUE AUTO ELECTRIC,2023,26
3W,UNIQUE ENTERPRISES,2023,3580
3W,UNIQUE INTERNATIONAL,2023,13572
LMV,UNIQUE INTERNATIONAL,2023,3
3W,UNITED TRANSMOVERS PVT LTD,2023,272
3W,URWASHI ENTERPRISES,2023,355
3W,V.T. ENGINEERING,2023,9
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2023,26
3W,VAHAK FUTURE SOLUTIONS LLP,2023,23
3W,VANI ELECTRIC VEHICLES PVT LTD,2023,7832
LMV,VE COMMERCIAL VEHICLES LTD,2023,6
3W,VEANCO AUTOMOTIVES PVT LTD,2023,11
3W,VEECTERO E VEHICLES LLP,2023,171
MMV,VEERA VAHANA UDYOG PRIVATE LIMITED,2023,1
3W,VENUS AUTO WHEELS PVT LTD,2023,574
3W,VICTORIA E VEHICLES PVT. LTD,2023,25
3W,VICTORY ELECTRIC INTERNATIONAL,2023,3319
3W,VIJAYA ELECTRIC AUTO PVT LTD,2023,256
3W,VIJAYS COOLMAX PRIVATE LIMITED,2023,4807
3W,VIJAYSHREE AUTOCOM LIMITED,2023,181
3W,VIJEX STEEL FABRICATION,2023,11
3W,VIMAL UNIVERSAL TRADE PVT LTD,2023,831
3W,VINCI INDUSTRIAL CORPORATION,2023,39
3W,VISHAL ENTERPRISES,2023,36
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2023,92
3W,VISHWAKARMA GNG INDUSTRY,2023,123
3W,VISHWARUP ENTERPRISE,2023,10
3W,VITAN JAGADA AUTOMOBILE PVT LTD,2023,3
LMV,VOLVO AUTO INDIA PVT LTD,2023,570
3W,VRINDA ENTERPRISES,2023,1080
2W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2023,6910
2W,WARIVO MOTOR INDIA PVT LTD,2023,1
3W,WASAN E-MOBILITY SOLUTIONS PVT LTD,2023,80
3W,WELKIN HEALTHCARE PVT LTD,2023,30
2W,WHITE CARBON MOTORS PVT LTD,2023,42
3W,WOX COOLERS PVT LTD,2023,2
2W,WUXI DONGMA (IMPORTER: DYNAM PRECISION),2023,15
2W,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),2023,275
2W,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),2023,4
2W,WUXI NOOMA (IMPORTER: SMARTNK  ELECTRIC VEHICLE),2023,10
2W,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),2023,68
2W,WUXI SAIGE (IMPORTER: ELECTRO-TECH),2023,8
2W,WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),2023,15
2W,WUXI SAIGE (IMPORTER: NGAGE IMPEX),2023,2
2W,WUXI SAIGE (IMPORTER: WARIVO MOTOR),2023,426
2W,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),2023,4
2W,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),2023,182
2W,WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),2023,54
2W,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),2023,1
2W,WUXI TENGHUI (IMPORTER: BOHRE ELECTRIC),2023,37
2W,WUXI TENGHUI (IMPORTER: FEZORA INDIA),2023,35
2W,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),2023,72
2W,WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),2023,22
2W,WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),2023,389
2W,WUXI TENGHUI (IMPORTER: JAIDKA POWER),2023,8
2W,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),2023,2
2W,WUXI TENGHUI (IMPORTER: REMARK ELECTRIC),2023,12
2W,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),2023,278
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),2023,17
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FRANKLIN EV),2023,12
2W,WUXI TOURWE (IMPORTER: GOREEN E-MOBILITY),2023,316
3W,XXPLORE AUTOMATIVE PVT LTD,2023,2
3W,XXPLORE AUTOMOTIVE PVT. LIMITED,2023,6
3W,YAARI AUTOMOBILES PVT LTD,2023,3
2W,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),2023,16
2W,YANGGUANG LINGMU (IMPORTER: DURGA FILTERS),2023,9
2W,YANGGUANG LINGMU (IMPORTER: ECOINDIA),2023,4
2W,YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),2023,61
2W,YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),2023,27
2W,YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),2023,11
3W,YC ELECTRIC VEHICLE,2023,40794
LMV,YC ELECTRIC VEHICLE,2023,2
2W,YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),2023,82
2W,YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),2023,80
2W,YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),2023,2
2W,YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),2023,218
2W,YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),2023,36
2W,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),2023,20
