category,maker_name,year,units_sold
LMV,ACTION CONSTRUCTION EQUIPMENT LTD.,2015,6
LMV,AMMAN ENGINEERING COMPANY,2015,1
2W,AMPERE VEHICLES PVT LTD,2015,31
LMV,ANBU TRAILERS,2015,1
LMV,ANTONY TRAILORS,2015,1
LMV,ARBUDA TRAILER,2015,1
3W,ATTOLENT AUTOGROUP PVT LTD,2015,35
3W,ATUL AUTO LTD,2015,1
2W,BAJAJ AUTO LTD,2015,161
3W,BAJAJ AUTO LTD,2015,37
LMV,BALAMURUGAN ENGINEERING WORKS,2015,1
3W,BATTERY RICKSHAW SANGH,2015,669
3W,BESTWAY AGENCIES PVT LTD,2015,1
LMV,BILAL TRAILORS,2015,2
LMV,BMW INDIA PVT LTD,2015,1
2W,BSA MOTORS,2015,1
3W,CLH GASEOUS FUEL APPL PVT LTD,2015,4
3W,DEVAM ELECTRIC VEH P L,2015,1
LMV,DHARMAND TRAILERS,2015,1
3W,DILLI ELECTRIC AUTO PVT LTD,2015,16
MMV,DIVYA INDUSTRIES,2015,1
2W,DSK MOTOWHEELS PVT LTD.,2015,1
3W,DYS IMPEX PVT LTD,2015,1
LMV,EICHER TRACTORS,2015,4
2W,EKO VEHICLE PRIVATE LIMITED,2015,10
2W,ELECTROTHERM (I) LIMITED,2015,178
3W,ELECTROTHERM (I) LIMITED,2015,44
3W,ELECTROTHERM (INDIA) LIMITED,2015,1
LMV,FORD INDIA PVT LTD,2015,1
LMV,GANAPATI AGRO INDUSTRIES,2015,1
3W,GEMAG CONSTRUCTION MACHINARY,2015,1
2W,GENERAL MOTORS INDIA PVT LTD,2015,3
LMV,GENERAL MOTORS INDIA PVT LTD,2015,1
LMV,GODREJ AND BOYCE MFG CO LTD,2015,15
3W,GOENKA ELECTRIC MOTOR VEH P L,2015,35
3W,GOOD ENERGY INDIA,2015,1
3W,GREEN IMPEX,2015,1
2W,HERO ECO VEHICLES PVT LTD,2015,33
2W,HERO ELECTRIC VEHICLE PVT LTD,2015,254
3W,HERO ELECTRIC VEHICLE PVT LTD,2015,63
2W,HERO ELECTRIC VEHICLES PVT. LTD,2015,1
2W,HERO HONDA MOTORS  LTD,2015,19
2W,HERO MOTOCORP LTD,2015,92
2W,HONDA CARS INDIA LTD,2015,134
LMV,HONDA CARS INDIA LTD,2015,2
2W,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2015,119
2W,INDIA YAMAHA MOTOR PVT LTD,2015,26
2W,INDUS ELECTROTHERM INDIA LTD,2015,13
2W,ISUZU MOTOR INDIA PVT LTD,2015,1
LMV,JAI AMBE FABRICATION & ENGINEERING WORK,2015,1
LMV,JANANI TRAILERS,2015,1
LMV,JAYANTI AGRO CENTRES,2015,1
LMV,KARUMALAIAN AGRO INDUSTRY     ,2015,3
MMV,KARUMALAIAN AGRO INDUSTRY     ,2015,1
3W,KINETIC GREEN ENERGY P SOL LTD,2015,29
3W,KINETIC MOTOR COMPANY LIMITED,2015,3
LMV,KION INDIA PVT LTD,2015,2
LMV,KISAN AGRO INDUSTRIES,2015,2
3W,KNIGHT QUEEN INDUSTRIES PV LTD,2015,8
2W,KRT MOTORS PVT LTD,2015,1
LMV,KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,2015,1
3W,KUKU AUTOMOTIVES,2015,39
LMV,LAKSHMI AGRO INDUSTRIES,2015,6
LMV,LMV LTD,2015,2
3W,LOHIA AUTO INDUSTRIES,2015,5
3W,M/S CHAMPION POLY PLAST,2015,877
3W,MAA SHAKTI EXIM PVT LTD,2015,23
LMV,MACNEILL ENGG LTD,2015,2
LMV,MAHALINGA ENGG. INDUSTRIES  ,2015,3
2W,MAHARASTRA SCOOTER LIMITED,2015,1
2W,MAHINDRA & MAHINDRA LIMITED,2015,4
3W,MAHINDRA & MAHINDRA LIMITED,2015,2
LMV,MAHINDRA & MAHINDRA LIMITED,2015,254
LMV,MAHINDRA ELECTRIC MOBILITY LIMITED,2015,462
LMV,MAHINDRA RENAULT PVT.LTD.,2015,2
2W,MAHINDRA TWO WHEELERS LTD,2015,5
LMV,MAHINDRA VEHICLE MANUFACTURER LIMITED,2015,1
LMV,MARUTI SUZUKI INDIA LTD,2015,8
3W,MAXI CAB,2015,1
LMV,MEGHA TRAILERS,2015,1
3W,MINI METRO,2015,6
LMV,MSI INDUSTRIES,2015,2
LMV,MUTHUR AGRO ENGINEERING WORKS,2015,1
3W,NEW ARCANA INDIA,2015,9
3W,NIC TEST ACCOUNT-1,2015,51
2W,OTHERS,2015,110
3W,OTHERS,2015,1708
LMV,OTHERS,2015,40
2W,PIAGGIO VEHICLES PVT LTD,2015,3
3W,PIAGGIO VEHICLES PVT LTD,2015,5
LMV,PONMALAR TRAILERS,2015,1
LMV,R.N.A.I.P.LTD,2015,1
LMV,RATHNA ENGINEERING COMPANY,2015,2
LMV,RENAULT INDIA PVT LTD,2015,2
LMV,REVA ELECTRIC CAR CO,2015,5
2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2015,56
LMV,ROYAL-ENFIELD (UNIT OF EICHER LTD),2015,1
3W,RSD SECURITY SOLUTIONS PVT LTD,2015,38
3W,SAERA ELECTRIC AUTO PVT LTD,2015,140
LMV,SAGAR AGRO INDUSTRIES,2015,1
3W,SAS MOTORS LTD.,2015,7
MMV,SHAH AGRO ENGG WORKS,2015,1
LMV,SHRI ABIRAMI TRAILERS,2015,2
LMV,SHRI DEVIKA TRAILERS,2015,1
LMV,SHRI GANAPATHY ENGG. WORKS,2015,2
LMV,SHRI GANESH TRAILER,2015,1
LMV,SHRI LAKSHMI LATHE WORKS,2015,6
3W,SHRI RAM AUTO TECH PVT LTD,2015,35
LMV,SHRI VENKATESHWARA TRAILOR,2015,1
MMV,SML ISUZU LTD,2015,1
3W,SONI E VEHICLES PVT LTD,2015,44
3W,SPEEGO VEHICLES PVT. LTD,2015,227
LMV,SRI RAMA TRAILERS,2015,1
3W,SUN MOTORS,2015,1
3W,SUPERECO AUTOMOTIVE CO,2015,1
LMV,SURYA TRAILORS AND TANKERS,2015,1
2W,SUZUKI MOTORCYCLE INDIA PVT LTD,2015,17
LMV,TATA MOTORS LTD,2015,9
MMV,TATA MOTORS LTD,2015,1
3W,THUKRAL ELECTRIC BIKES PVT LTD,2015,326
LMV,TOYOTA KIRLOSKAR MOTOR PVT LTD,2015,19
2W,TVS MOTOR COMPANY LTD,2015,165
3W,TVS MOTOR COMPANY LTD,2015,2
3W,U P TELELINKS LTD,2015,22
3W,VGLAN BUILDCON PVT LTD,2015,4
LMV,VICTOR AGRO INDUSTRIES,2015,2
3W,VICTORY ELECTRIC INTERNATIONAL,2015,107
3W,VOLKSWAGEN INDIA PVT LTD,2015,1
3W,VVA AUTO INDUSTRIES PVT LTD,2015,2
MMV,WIRTGEN INDIA PVT LTD,2015,1
3W,Y.C.ELECTRIC VEHICLE,2015,780
3W,YC ELECTRIC VEHICLE,2015,1
3W,3GB TECHNOLOGY PVT LTD,2016,1
3W,A B EXCAVATORS & EARTHMOVER LTD,2016,1
3W,A K AUTTO ELECTRICAL,2016,1
LMV,A R T WELDING WORKS,2016,1
3W,A.K.AUTO ELECTRICAL,2016,2
3W,A3T INCORPORTED,2016,8
3W,AADHYA ENTERPRISES,2016,3
3W,AADITYA EMOTORS INDIA PVT LTD,2016,1
3W,ACCRETION POWER AUTOS,2016,1
2W,ACTION CONSTRUCTION EQUIPMENT LTD.,2016,1
LMV,ACTION CONSTRUCTION EQUIPMENT LTD.,2016,1
3W,ADITYA AGRO INDUSTRIES,2016,2
3W,ADITYA SAI INDUSTRIES,2016,39
3W,AGRASEN ENGINEERING WORKS,2016,1
3W,ALLFINE INDUSTRIES PVT LTD,2016,2
3W,ALTIUS TECHNOLOGIES,2016,32
3W,AL-ZAHOOR  CO,2016,6
3W,AMAN ELECTRIC VEHICLES,2016,80
LMV,ANBU TRAILERS,2016,3
3W,ANKUSH AUTO DEALS,2016,15
LMV,ANTONY TRAILORS,2016,8
3W,APARNA INDUSTRIES,2016,10
LMV,ARASAN AND CO.,2016,1
3W,ARMAN GREEN VEHICLES PVT LTD,2016,5
LMV,ASHOK LEYLAND LTD,2016,1
3W,ATTOLENT AUTO GROUP PVT LTD,2016,397
3W,ATTOLENT AUTOGROUP PVT LTD,2016,1299
3W,ATUL AUTO LTD,2016,99
3W,ATUT SANGAM,2016,1
3W,AVON CYCLE LTD INDIA,2016,1
3W,BABA E RICKSHAW & C BATTERIES,2016,2
3W,BABA E-VEHICLES,2016,2
2W,BAJAJ AUTO LTD,2016,78
3W,BAJAJ AUTO LTD,2016,58
3W,BALI AUTO INDUSTRIES,2016,2
3W,BATTERY RICKSHAW SANGH,2016,1321
2W,BENTLEY MOTORS LIMITED,2016,1
3W,BEST WAY AGENCIES PVT LTD,2016,57
3W,BESTWAY AGENCIES PVT LTD,2016,147
LMV,BILAL TRAILORS,2016,8
3W,BRIGHT AUTOZONE PVT LTD,2016,43
3W,CAPARO AUTOTECH LIMITED,2016,24
3W,CAPARO AUTOTECH LTD,2016,9
3W,CASE EQUIPMENT PRIVATE LTD,2016,1
3W,CEEON INDIA,2016,311
3W,CENTURY MOTORS PVT LTD,2016,2
3W,CHAMPION POLY PLAST,2016,492
3W,CHANGZHOU YEFEND VEHICLE CO,2016,3
3W,CHEHAK BATTERIES,2016,46
3W,CHEVROLET SALES INDIA PVT LTD,2016,6
2W,CHONGQING YU AN GROUP,2016,3
3W,CLH GASEOUS FUEL APPL PVT LTD,2016,157
LMV,CNH INDUSTRIAL (INDIA) PVT LTD,2016,1
3W,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,2016,1
3W,DASHMESH MECH WORKS PVT LTD,2016,1
3W,DD AUTO PVT LTD,2016,136
3W,DEVAM ELECTRIC VEH P L,2016,7
3W,DILIP CHHABRIA DESIGN PVT LTD,2016,1
3W,DILLI ELECTRIC AUTO PVT LTD,2016,1573
LMV,DILLI ELECTRIC AUTO PVT LTD,2016,2
3W,DIVANSHU AUTOMOBILES LIMITED,2016,14
3W,DIVANSU AUTOMOBILES LTD,2016,3
2W,DSK MOTOWHEELS PVT LTD.,2016,2
3W,DYS IMPEX PRIVATE LIMITED,2016,27
3W,DYS IMPEX PVT LTD,2016,4
3W,EDDY CURRENT CONTROLS (I) LTD,2016,1
LMV,EICHER MOTORS LTD,2016,3
LMV,EICHER TRACTORS,2016,2
3W,EKO VEHICLE PRIVATE LIMITED,2016,1
2W,ELECTROTHERM (I) LIMITED,2016,136
3W,ELECTROTHERM (I) LIMITED,2016,763
LMV,ELECTROTHERM (I) LIMITED,2016,1
3W,ELECTROTHERM (INDIA) LIMITED,2016,282
3W,ELITE AUTO ENGINEERS PVT LTD,2016,55
3W,ENERGY ELECTRIC VEHICLES,2016,361
3W,ENTICE IMPEX PVT LTD,2016,177
3W,EPOWER VEHICLES PVT LTD,2016,4
3W,ESCORT JCB LTD,2016,1
LMV,ESCORTS CONSTRUCTION EQUIPMENT LTD,2016,4
3W,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2016,1
LMV,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),2016,1
3W,EXPO MACHINERY LTD,2016,1
3W,FIVE ELEMENTS,2016,6
LMV,FORCE MOTORS LIMITED,2016,1
3W,GEMAG CONSTRUCTION MACHINARY,2016,1
2W,GENERAL MOTORS INDIA PVT LTD,2016,1
3W,GIRNAR SCOOTERS LTD,2016,1
LMV,GODREJ AND BOYCE MFG CO LTD,2016,6
3W,GOENKA ELECTRIC MOTOR VEH P L,2016,195
LMV,GOENKA ELECTRIC MOTOR VEH P L,2016,1
3W,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,2016,73
3W,GOOD ENERGY INDIA,2016,19
3W,GOOD WILL HI PRECISION,2016,15
3W,GOODENERGY INDIA PVT LTD,2016,97
LMV,GREAT AUTOMOTIVE LIMITED,2016,2
3W,GREEN IMPEX,2016,627
3W,GREEN KAIKETSU AUTOMATIVE IND,2016,78
3W,GREEN KAIKETSU AUTOMOTIVE INDIA PVT LTD,2016,37
3W,GREENWHEELS AUTOMOBILE PVT LTD,2016,61
3W,GUJARAT TRACTOR CORP LTD,2016,1
3W,GURDEEP ENGINEERING WORKS,2016,1
3W,GURJEET AGRO INDUSTRIES,2016,1
2W,H.M.S.I. PVT. LTD.,2016,3
2W,HAMPI TRACTORS,2016,1
2W,HERO ECO VEHICLES PVT LTD,2016,22
3W,HERO ECO VEHICLES PVT LTD,2016,10
2W,HERO ELECTRIC VEHICLE PVT LTD,2016,246
3W,HERO ELECTRIC VEHICLE PVT LTD,2016,94
2W,HERO ELECTRIC VEHICLES PVT. LTD,2016,34
2W,HERO HONDA MOTORS  LTD,2016,54
2W,HERO MOTOCORP LTD,2016,157
LMV,HETTRA HET TRAILER,2016,1
2W,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,2016,1
3W,HITECH ELECTRIC AUTO CO,2016,27
3W,HITECH INDUSTRIES,2016,37
2W,HONDA CARS INDIA LTD,2016,81
LMV,HONDA CARS INDIA LTD,2016,1
2W,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2016,195
LMV,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,2016,2
3W,HOTAGE INDIA,2016,5
3W,HOVEL CYLINDER PVT LTD,2016,152
3W,HYUNDAI MOTOR INDIA LTD,2016,1
LMV,HYUNDAI MOTOR INDIA LTD,2016,5
2W,INDIA YAMAHA MOTOR PVT LTD,2016,31
2W,INDUS ELECTROTHERM INDIA LTD,2016,3
LMV,INTERNATIONAL TRACTORS LIMITED,2016,6
3W,J S MOBILEON PVT LTD,2016,248
3W,J. S. AUTO (P) LTD,2016,95
3W,JAY ACE TECHNOLOGIES LTD,2016,36
LMV,JAY AMBE AGRICULTURE,2016,1
3W,JAYA AUTOMOTIVES PVT LTD      ,2016,3
3W,JIJO ELECTRIC WHEELS PVT LTD,2016,137
LMV,JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),2016,1
3W,JUNO CASTINGS PVT LTD,2016,9
3W,KHEMRAJ AUTOMOTIVE INDUSTRIES,2016,48
3W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2016,12
3W,KINETIC GREEN ENERGY P SOL LTD,2016,2005
3W,KINETIC MOTOR COMPANY LIMITED,2016,250
LMV,KION INDIA PVT LTD,2016,3
MMV,KION INDIA PVT LTD,2016,2
3W,KIRTI SOLAR LTD,2016,8
LMV,KISAN AGRO INDUSTRIES,2016,1
3W,KNIGHT QUEEN INDUSTRIES PV LTD,2016,15
3W,KNIGHT QUEEN INDUSTRIES PVT LTD,2016,3
3W,KRISHNA ENGINEERING,2016,5
3W,KRISHNA ENGINEERING WORKS,2016,8
3W,KUKU AUTOMOTIVES,2016,190
3W,KUMAR MOTORS PVT LTD,2016,1
LMV,LAKSHMI AGRO INDUSTRIES,2016,1
3W,LML LIMITED,2016,22
3W,LOHIA AUTO INDUSTRIES,2016,133
3W,LOHIA AUTO INDUSTRIES LTD.,2016,400
3W,LOTEY AGRO INDUSTRY,2016,441
3W,M K ENTERPRISES,2016,210
LMV,M.G.P ENGINEERING WORKS,2016,2
3W,M.K. ENTERPRISES,2016,131
3W,M/S CHAMPION POLY PLAST,2016,3089
LMV,M/S CHAMPION POLY PLAST,2016,2
3W,M/S HOVEL CYLINDER PVT LTD,2016,84
3W,M/S SHRIRAM AUTO TECH PVT LTD,2016,626
3W,MAA SHAKTI EXIM PVT LTD,2016,982
LMV,MACNEILL ENGG LTD,2016,2
2W,MAHINDRA & MAHINDRA LIMITED,2016,1
3W,MAHINDRA & MAHINDRA LIMITED,2016,35
LMV,MAHINDRA & MAHINDRA LIMITED,2016,344
LMV,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),2016,1
LMV,MAHINDRA ELECTRIC MOBILITY LIMITED,2016,306
3W,MAHINDRA GUJARAT TRACTOR LIMITED,2016,1
3W,MAHINDRA NISSAN ALLWYN LTD.,2016,3
2W,MAHINDRA TWO WHEELERS LTD,2016,14
LMV,MARUTI SUZUKI INDIA LTD,2016,11
3W,MINI METRO,2016,681
3W,MINI METRO EV L.L.P,2016,125
3W,NABH MOTORS PVT LTD,2016,29
3W,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2016,42
LMV,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2016,10
3W,NEW ARCANA INDIA,2016,125
2W,NIC TEST ACCOUNT-1,2016,3
3W,NIC TEST ACCOUNT-1,2016,891
LMV,NIC TEST ACCOUNT-1,2016,3
3W,NIKHIL FURNITURES,2016,1
3W,NISSAN MOTOR INDIA PVT LTD,2016,408
LMV,NISSAN MOTOR INDIA PVT LTD,2016,2
3W,OK PLAY INDIA LTD,2016,9
2W,OKINAWA AUTOTECH PVT LTD,2016,1
3W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2016,389
3W,OM BALAJI AUTOMOBILES I P LTD,2016,340
2W,OTHERS,2016,136
3W,OTHERS,2016,13401
LMV,OTHERS,2016,66
MMV,OTHERS,2016,1
3W,PARI E-VEHICLES,2016,6
3W,PASHUPATI VEHICLE PVT. LTD.,2016,1
3W,PATS MOTOR CORP,2016,1
2W,PIAGGIO VEHICLES PVT LTD,2016,7
3W,PIAGGIO VEHICLES PVT LTD,2016,4
LMV,PUNJAB TRACTORS LIMITED,2016,1
LMV,RATHNA ENGINEERING COMPANY,2016,1
3W,REFLEX CONTROL SYSTEM PVT,2016,3
LMV,RENAULT INDIA PVT LTD,2016,1
LMV,REVA ELECTRIC CAR CO,2016,1
2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2016,34
3W,RSD SECURITY SOLUTIONS PVT LTD,2016,101
3W,S.V AUTOMOTIVE,2016,212
3W,SAERA ELECTRIC AUTO PVT LTD,2016,1203
3W,SAKSHAM TRADING COMPANY,2016,181
2W,SAME DEUTZ - FAHR INDIA (P) LTD.,2016,1
3W,SAME DEUTZ - FAHR INDIA (P) LTD.,2016,1
3W,SAS MOTORS LTD.,2016,13
3W,SAURYAA SHARYO CORPORATION,2016,4
3W,SHERA ELECTRICAL AUTO PVT LTD,2016,12
3W,SHIGAN EVOLTZ LTD,2016,82
LMV,SHIV TRAILOR INDUSTRIES,2016,2
LMV,SHRI ABIRAMI TRAILERS,2016,2
MMV,SHRI ABIRAMI TRAILERS,2016,1
LMV,SHRI ARUPADAYAN TRAILERS,2016,1
LMV,SHRI BANASHANKARI ENG WORKS,2016,1
3W,SHRI CHAMUNDI MOPEDS,2016,6
3W,SHRI CHINNAMMAN ENGG. WORKS    ,2016,1
LMV,SHRI DEVIKA TRAILERS,2016,1
LMV,SHRI GANAPATHY ENGG. WORKS,2016,1
LMV,SHRI JYOTHI ENG. WORKS.,2016,1
LMV,SHRI KANAGA TRAILERS TANKAR,2016,1
LMV,SHRI LAKSHMI LATHE WORKS,2016,11
LMV,SHRI LAXMI ENGINEERING WORKS,2016,1
3W,SHRI RAM AUTO TECH PVT LTD,2016,469
3W,SHRI RAM AUTOMOBILES,2016,23
LMV,SHRI VAIRAMUTHU TRAILERS,2016,2
LMV,SINDHU MOTORS,2016,1
LMV,SIVA ENGINEERING WORKS,2016,1
LMV,SIVASAKTHI ENGINEERING WORKS,2016,1
3W,SIWACH STEEL PVT LTD,2016,24
3W,SKYRIDE AUTOMOTIVE,2016,301
3W,SML ISUZU LTD,2016,1
LMV,SML ISUZU LTD,2016,4
3W,SONI E VEHICLE PVT LTD,2016,41
3W,SONI E VEHICLES PVT LTD,2016,252
3W,SPEEDWAYS ELECTRIC PVT LTD,2016,14
3W,SPEEGO VEHICLES CO PVT LTD,2016,33
3W,SPEEGO VEHICLES PVT. LTD,2016,287
3W,SRI SAI MARKETING,2016,1
3W,SUCCESSPATH MARKETING PVT LTD,2016,17
3W,SUN MOTORS,2016,3
3W,SUN SHINE ENGINEERING WORKS,2016,1
3W,SUPERECO AUTOMOTIVE CO,2016,8
3W,SUPERECO AUTOMOTIVE CO LLP,2016,1
LMV,SURYA TRAILORS AND TANKERS,2016,2
2W,SUZUKI MOTORCYCLE INDIA PVT LTD,2016,24
LMV,TAFE LIMITED,2016,1
2W,TATA MOTORS LTD,2016,2
LMV,TATA MOTORS LTD,2016,10
3W,TEREX CORPORATION,2016,15
3W,TERRA MOTORS INDIA PVT LTD,2016,64
3W,THUKRAL ELECTRIC BIKES PVT LTD,2016,1493
3W,TOP TEAM MACHINES PVT LTD,2016,14
LMV,TOYOTA KIRLOSKAR MOTOR PVT LTD,2016,24
3W,TSM ENGINEERING PVT LTD,2016,5
2W,TVS MOTOR COMPANY LTD,2016,171
3W,TVS MOTOR COMPANY LTD,2016,6
3W,TWINKLE TRADCOM PVT LTD,2016,4
3W,U P TELELINKS LTD,2016,210
3W,U.P. TELELINKS LIMITED,2016,299
3W,UMA  AUTO INDUSTRIES PVT. LTD,2016,3
3W,UMA AUTO INDUSTRIES PVT LTD,2016,1
3W,UNITED AUTO TRACTORS LTD      ,2016,1
3W,V V A ELECTRIC VEHICLE,2016,36
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2016,6
3W,VAUXHALL MOTORS LTD,2016,1
3W,VE COMMERCIAL VEHICLES LTD,2016,9
3W,VEHICLE FACTORY JABALPUR,2016,5
3W,VENUS AUTO INDUSTRIES         ,2016,2
3W,VENUS AUTO WHEELS PVT LTD,2016,1
3W,VGLAN BUILDCON PRIVATE LIMITED,2016,4
3W,VGLAN BUILDCON PVT LTD,2016,4
3W,VICTOR AGRO INDUSTRIES,2016,49
3W,VICTORY ELECTRIC INTERNATIONAL,2016,846
LMV,VICTORY ELECTRIC INTERNATIONAL,2016,2
3W,VOLKSWAGEN INDIA PVT LTD,2016,1
LMV,VOLKSWAGEN INDIA PVT LTD,2016,2
3W,VOLMAC ENGINEERING PVT LTD,2016,3
LMV,VOLTAS LIMITED,2016,2
3W,VRINDA ENTERPRISES,2016,6
3W,VVA AUTO INDUSTRIES PVT LTD,2016,77
3W,WELCOME E RICKSHAW,2016,1
3W,XPLORE AUTOMOTIVE PVT LTD,2016,42
3W,XXPLORE AUTOMATIVE PVT LTD,2016,31
3W,XXPLORE AUTOMOTIVE PVT. LIMITED,2016,22
3W,Y.C.ELECTRIC VEHICLE,2016,3348
3W,YC ELECTRIC VEHICLE,2016,1665
3W,ZENIAK INNOVATION INDIA LTD,2016,10
3W,"""VOLVO GROUP INDIA PVT LTD""",2017,31
3W,3GB TECHNOLOGY PVT LTD,2017,1
3W,A D AGRO WORKS,2017,2
3W,A K AUTTO ELECTRICAL,2017,72
3W,A K GUPTA & CO.,2017,100
3W,A.K.AUTO ELECTRICAL,2017,8
3W,A.V.AUTOMOTIVES PVT LTD,2017,33
3W,A3T INCORPORTED,2017,94
LMV,A3T INCORPORTED,2017,2
3W,AADITYA EMOTORS INDIA PVT LTD,2017,471
LMV,AADITYA EMOTORS INDIA PVT LTD,2017,2
3W,AARGEE ELECTRIC,2017,1
3W,ABHAVIS TECHNOLOGY (I) PVT LTD,2017,1
LMV,ABIRAMI ENGINEERING WORKS,2017,1
3W,ACCRETION POWER AUTOS,2017,21
3W,ACTION CONSTRUCTION EQUIPMENT LTD.,2017,4
3W,ADITYA AGRO INDUSTRIES,2017,17
3W,ADITYA SAI INDUSTRIES,2017,187
LMV,ADITYA SAI INDUSTRIES,2017,2
3W,AGRO INDUSTRIES,2017,1
LMV,AHITESHAM AGRO ENGINEERING,2017,2
3W,ALLFINE INDUSTRIES PVT LTD,2017,239
3W,ALTIUS TECHNOLOGIES,2017,7
3W,AMAN AUTOMOBILES,2017,69
3W,AMAN ELECTRIC VEHICLES,2017,114
3W,AMAR COACH BUILDERS,2017,1
3W,AMPERE VEHICLES PVT LTD,2017,44
3W,AMW MOTORS LIMITED,2017,1
3W,ANJALI ENTERPRISES,2017,2
3W,ANKUSH AUTO DEALS,2017,72
LMV,ANTONY TRAILORS,2017,2
3W,APARNA AGRICO,2017,25
3W,APARNA INDUSTRIES,2017,93
3W,API MOTORS PVT LTD,2017,5
LMV,ARASAN AND CO.,2017,1
3W,ARCHIT ENTERPRISES,2017,131
3W,ARIHANT ENTERPRISE,2017,1
3W,ARMAN GREEN VEHICLES PVT LTD,2017,195
3W,ARNA ELECTRIC AUTO PVT LTD,2017,29
3W,ARROW AUTOMOTIVE,2017,1
3W,ASHA IMPEX,2017,5
3W,ASHOK LEYLAND LTD,2017,1
3W,ASHWA ELECTRIC,2017,2
3W,ATR TECHNOSALES PRIVATE LIMITED,2017,4
3W,ATTOLENT AUTO GROUP PVT LTD,2017,1023
3W,ATTOLENT AUTOGROUP PVT LTD,2017,190
3W,ATUL AUTO LTD,2017,219
LMV,ATUL AUTO LTD,2017,14
3W,ATUT SANGAM,2017,85
LMV,AUDI AG,2017,1
3W,AUTOLITE (INDIA) LIMITED,2017,49
3W,AVON CYCLE LTD INDIA,2017,17
2W,AVON CYCLES LTD,2017,8
3W,AVON CYCLES LTD,2017,71
3W,BABA E RICKSHAW & C BATTERIES,2017,31
3W,BABA E-VEHICLES,2017,53
3W,BAFNA AUTO CARS I PVT.LTD.,2017,1
2W,BAJAJ AUTO LTD,2017,43
3W,BAJAJ AUTO LTD,2017,86
3W,BAJAJ IMPLEMENTS PVT LTD,2017,71
3W,BAJAJ IMPLEMENTS PVT. LTD,2017,83
3W,BAL GOPAL WHEELS PVT LTD,2017,21
3W,BALI AUTO INDUSTRIES,2017,155
3W,BATTERY RICKSHAW SANGH,2017,30
3W,BENTINCK INDUSTRIES PVT. LTD.,2017,13
3W,BEST WAY AGENCIES PVT LTD,2017,1501
3W,BESTWAY AGENCIES PVT LTD,2017,271
3W,BESTWAY BANARASH,2017,2
3W,BHAVE ELECTRIC VEHICLES PVT LTD,2017,1
3W,BIG BULL TRADER PVT LTD,2017,30
3W,BIJNOR ENTERPRISES,2017,18
LMV,BILAL TRAILORS,2017,1
3W,BRIGHT AUTOZONE PVT LTD,2017,608
3W,BULL MACHINES PVT LTD,2017,21
3W,CAPARO AUTOTECH LIMITED,2017,321
LMV,CAPARO AUTOTECH LIMITED,2017,1
3W,CAPARO AUTOTECH LTD,2017,62
3W,CASE EQUIPMENT PRIVATE LTD,2017,1
3W,CATERPILLAR INDIA PRIVATE LIMITED,2017,5
3W,CEEON INDIA,2017,536
3W,CENTURY MOTORS PVT LTD,2017,2
3W,CHAMPION POLY PLAST,2017,1744
3W,CHANGZHOU YEFEND VEHICLE CO,2017,8
3W,CHATELEC VEHICLES INDIA LTD,2017,1
LMV,CHATELEC VEHICLES INDIA LTD,2017,1
3W,CHEHAK BATTERIES,2017,160
3W,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,2017,132
3W,CLH GASEOUS FUEL APPL PVT LTD,2017,158
LMV,CNH INDUSTRIAL (INDIA) PVT LTD,2017,1
3W,CONTINENTAL ENGINES PVT LTD,2017,57
3W,CREATIVE ENGINEERINGS,2017,60
3W,D S R AUTOMOTIVES (INDIA) PVT LTD,2017,3
3W,DAEWOO MOTORS INDIA LTD,2017,2
3W,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,2017,1
3W,DASHMESH MECH WORKS PVT LTD,2017,3
3W,DAVE EXIM PVT LTD,2017,567
3W,DD AUTO PVT LTD,2017,274
3W,DEEP DRAWN TECHNOLOGIES,2017,4
3W,DELHI AUTOMOBILES LTD,2017,1
3W,DELTA AUTOCORP LLP,2017,12
3W,DEVAM ELECTRIC VEH P L,2017,3
3W,DILLI ELECTRIC AUTO PVT LTD,2017,2205
LMV,DILLI ELECTRIC AUTO PVT LTD,2017,1
3W,DIVANSHU AUTOMOBILES LIMITED,2017,129
3W,DIVANSU AUTOMOBILES LTD,2017,50
3W,DIVYA ENTERPRISES,2017,3
